Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           void boost::property_tree::json_parser::detail::read_json_internal<std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, boost::property_tree::json_parser::detail::encoding<char>, boost::property_tree::json_parser::detail::standard_callbacks<boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, boost::property_tree::json_parser::detail::encoding<char>&, boost::property_tree::json_parser::detail::standard_callbacks<boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [74]
[354]    0.0    0.00    0.00       1         void boost::property_tree::json_parser::detail::utf8_utf8_encoding::skip_introduction<std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >&, std::istreambuf_iterator<char, std::char_traits<char> >) const [354]
-----------------------------------------------
                0.00    0.00       1/1           bool boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::have<boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing>(bool (boost::property_tree::json_parser::detail::encoding<char>::*)(char) const, boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing&) [176]
[355]    0.0    0.00    0.00       1         boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_a(char) const [355]
-----------------------------------------------
                0.00    0.00       1/1           bool boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::have<boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing>(bool (boost::property_tree::json_parser::detail::encoding<char>::*)(char) const, boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing&) [176]
[356]    0.0    0.00    0.00       1         boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_l(char) const [356]
-----------------------------------------------
                0.00    0.00       1/1           bool boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::have<boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing>(bool (boost::property_tree::json_parser::detail::encoding<char>::*)(char) const, boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing&) [176]
[357]    0.0    0.00    0.00       1         boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_s(char) const [357]
-----------------------------------------------
                0.00    0.00       1/1           std::basic_ostream<char, std::char_traits<char> >& boost::asio::ip::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, boost::asio::ip::address const&) [337]
[358]    0.0    0.00    0.00       1         boost::asio::ip::address_v4::to_string[abi:cxx11]() const [358]
-----------------------------------------------
                0.00    0.00       1/1           tcp::TcpAcceptor::createSession(std::shared_ptr<tcp::ConnectionDetails>) <cycle 2> [80]
[359]    0.0    0.00    0.00       1         boost::asio::detail::reactive_socket_service<boost::asio::ip::tcp>::remote_endpoint(boost::asio::detail::reactive_socket_service<boost::asio::ip::tcp>::implementation_type const&, boost::system::error_code&) const [359]
                0.00    0.00       1/7           boost::asio::ip::detail::endpoint::resize(unsigned long) [246]
-----------------------------------------------
                0.00    0.00       1/1           ThreadPool::push(std::shared_ptr<Runnable>) <cycle 2> [216]
[360]    0.0    0.00    0.00       1         RunnableT<tcp::TcpSession>::getType() const [360]
-----------------------------------------------
                0.00    0.00       1/1           ThreadPool::push(std::shared_ptr<Runnable>) <cycle 2> [216]
[361]    0.0    0.00    0.00       1         RunnableT<tcp::TcpAcceptor>::getNumberObjects() const [361]
-----------------------------------------------
                0.00    0.00       1/1           ThreadPool::push(std::shared_ptr<Runnable>) <cycle 2> [216]
[362]    0.0    0.00    0.00       1         RunnableT<tcp::TcpAcceptor>::getType() const [362]
-----------------------------------------------
                0.00    0.00       1/1           ThreadPool::push(std::shared_ptr<Runnable>) <cycle 2> [216]
[363]    0.0    0.00    0.00       1         RunnableT<fifo::FifoSession>::getType() const [363]
-----------------------------------------------
                0.00    0.00       1/1           ThreadPool::push(std::shared_ptr<Runnable>) <cycle 2> [216]
[364]    0.0    0.00    0.00       1         RunnableT<fifo::FifoAcceptor>::getNumberObjects() const [364]
-----------------------------------------------
                0.00    0.00       1/1           ThreadPool::push(std::shared_ptr<Runnable>) <cycle 2> [216]
[365]    0.0    0.00    0.00       1         RunnableT<fifo::FifoAcceptor>::getType() const [365]
-----------------------------------------------
                0.00    0.00       1/1           Ad::load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) <cycle 1> [129]
[366]    0.0    0.00    0.00       1         std::_Hashtable<std::basic_string_view<char, std::char_traits<char> >, std::pair<std::basic_string_view<char, std::char_traits<char> > const, std::vector<Ad, std::allocator<Ad> > >, std::allocator<std::pair<std::basic_string_view<char, std::char_traits<char> > const, std::vector<Ad, std::allocator<Ad> > > >, std::__detail::_Select1st, std::equal_to<std::basic_string_view<char, std::char_traits<char> > >, std::hash<std::basic_string_view<char, std::char_traits<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_erase(unsigned long, std::__detail::_Hash_node_base*, std::__detail::_Hash_node<std::pair<std::basic_string_view<char, std::char_traits<char> > const, std::vector<Ad, std::allocator<Ad> > >, true>*) [366]
-----------------------------------------------
                0.00    0.00       1/1           TaskController::TaskController(ServerOptions const&) [314]
[367]    0.0    0.00    0.00       1         std::_Deque_base<std::shared_ptr<Task>, std::allocator<std::shared_ptr<Task> > >::_M_initialize_map(unsigned long) [367]
-----------------------------------------------
                0.00    0.00       1/1           Ad::load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) <cycle 1> [129]
[368]    0.0    0.00    0.00       1         std::unordered_map<std::basic_string_view<char, std::char_traits<char> >, std::vector<Ad, std::allocator<Ad> >, std::hash<std::basic_string_view<char, std::char_traits<char> > >, std::equal_to<std::basic_string_view<char, std::char_traits<char> > >, std::allocator<std::pair<std::basic_string_view<char, std::char_traits<char> > const, std::vector<Ad, std::allocator<Ad> > > > >::erase(std::__detail::_Node_iterator<std::pair<std::basic_string_view<char, std::char_traits<char> > const, std::vector<Ad, std::allocator<Ad> > >, false, true>) [368]
-----------------------------------------------
                0.00    0.00       1/1           boost::asio::detail::strand_executor_service::create_implementation() [342]
[369]    0.0    0.00    0.00       1         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<boost::asio::detail::strand_executor_service::strand_impl*>(boost::asio::detail::strand_executor_service::strand_impl*) [369]
-----------------------------------------------
                0.00    0.00       1/1           tcp::TcpSession::readRequest() <cycle 4> [97]
[370]    0.0    0.00    0.00       1         std::_Sp_counted_ptr<boost::asio::detail::strand_executor_service::strand_impl*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [370]
-----------------------------------------------
                0.00    0.00       1/1           tcp::TcpSession::readRequest() <cycle 4> [97]
[371]    0.0    0.00    0.00       1         std::_Sp_counted_ptr<boost::asio::detail::strand_executor_service::strand_impl*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [371]
